TERRAIN 61 ocean W * 
TERRAIN 62 sealane W * 
     
TERRAIN 101 tundra D * 
TERRAIN 102 prairie D * 
TERRAIN 103 plains D * 
TERRAIN 104 desert D * 
TERRAIN 105 savannah D * 
TERRAIN 106 grassland D * 
TERRAIN 107 marsh D * 
TERRAIN 108 swamp D * 
TERRAIN 109 "scrub forest" D * 
TERRAIN 110 arctic D * 
TERRAIN 111 ocean D * 
TERRAIN 112 sealane D * 
     
TERRAIN 151 tundra X * 
TERRAIN 152 prairie X * 
TERRAIN 153 plains X * 
TERRAIN 154 desert X * 
TERRAIN 155 savannah X * 
TERRAIN 156 grassland X * 
TERRAIN 157 marsh X * 
TERRAIN 158 swamp X * 
TERRAIN 159 "scrub forest" X * 
TERRAIN 160 arctic X * 
TERRAIN 161 ocean X * 
TERRAIN 162 sealane X * 
     
TERRAIN 201 tundra A * 
TERRAIN 202 prairie A * 
TERRAIN 203 plains A * 
TERRAIN 204 desert A * 
TERRAIN 205 savannah A * 
TERRAIN 206 grassland A * 
TERRAIN 207 marsh A * 
TERRAIN 208 swamp A * 
TERRAIN 209 "scrub forest" A * 
TERRAIN 210 arctic A * 
TERRAIN 211 ocean A * 
TERRAIN 212 sealane A * 
     
     
ICONS 201 "colony + stockade"  ** 
ICONS 202 "colony fort"  ** 
ICONS 203 "colony fortress"  ** 
ICONS 204 colony  ** 
     
ICONS 5 -   
ICONS 6 caravel   
ICONS 7 merchantman   
ICONS 8 galleon   
ICONS 9 "wagon train"   
ICONS 10 artillery   
ICONS 11 "indian village (nomad)"   
ICONS 12 "indian village (settled)"   
ICONS 13 "aztec city"   
ICONS 14 "inca city"   
ICONS 15 privateer   
ICONS 16 frigate   
ICONS 17 gold   
ICONS 18 "indian capital (indicator)"   
ICONS 19 "frame 16x16"   
ICONS 20 "frame 8x8"   
ICONS 21 "frame 4x4"   
ICONS 22 "frame 2x2"   
ICONS 23 food   
ICONS 24 sugar   
ICONS 25 tobacco   
ICONS 26 cotton   
ICONS 27 furs   
ICONS 28 lumber   
ICONS 29 ore   
ICONS 30 silver   
ICONS 31 horses   
ICONS 32 rum   
ICONS 33 cigars   
ICONS 34 cloth   
ICONS 35 coats   
ICONS 36 "trade goods"   
ICONS 37 tools   
ICONS 38 muskets   
ICONS 39 "food (grayed)"   
ICONS 40 "sugar (grayed)"   
ICONS 41 "tobacco (grayed)"   
ICONS 42 "cotton (grayed)"   
ICONS 43 "furs (grayed)"   
ICONS 44 "lumber (grayed)"   
ICONS 45 "ore (grayed)"   
ICONS 46 "silver (grayed)"   
ICONS 47 "horses (grayed)"   
ICONS 48 "rum (grayed)"   
ICONS 49 "cigars (grayed)"   
ICONS 50 "cloth (grayed)"   
ICONS 51 "coats (grayed)"   
ICONS 52 "trade goods (grayed)"   
ICONS 53 "tools (grayed)"   
ICONS 54 "muskets (grayed)"   
ICONS 55 hammer   
ICONS 56 "red 'x'"   
ICONS 57 cross   
ICONS 58 fish   
ICONS 59 "pionieer expert (no-tools)"   
ICONS 60 "veteran soldier"   
ICONS 61 "seasoned scout"   
ICONS 62 "missionary expert"   
ICONS 63 "liberty bell"   
ICONS 64 "red frame 16x16"   
ICONS 65 "red stop sign"   
ICONS 66 "artillery small"   
ICONS 67 "indian convert"   
ICONS 68 "colony button"   
ICONS 69 "units button"   
ICONS 70 "production button"   
ICONS 71 -   
ICONS 72 -   
ICONS 73    
ICONS 74 "pionieer with tools"   
ICONS 75 soldier   
ICONS 76 scout   
ICONS 77 dragoon   
ICONS 78 missionary   
ICONS 79    
ICONS 80    
ICONS 81    
ICONS 82 "expert farmer"   
ICONS 83    
ICONS 84    
ICONS 85    
ICONS 86 "expert fur trapper"   
ICONS 87 "expoert lumberjack"   
ICONS 88 "expoer ore miner"   
ICONS 89 "expert silver miner"   
ICONS 90    
ICONS 91    
ICONS 92    
ICONS 93    
ICONS 94    
ICONS 95    
ICONS 96    
ICONS 97    
     
     
 114    
 115    
 116    
 117    
 118    
 119 "red flag"   
 120 "blue flag"   
 121 "yellow flag"   
 122 "orange flag"   
 123 slot   
 124 "liberty support (flag)"   
 125 "tory support (crown)"   
 126 infantry   
 127 cavalery   
 128 mon-o-war   
 129 "cont. soldier"   
 130 "cont. dragoon"   
 131 "USA flag"   
